,PLAATS,Woonplaats,Rating,vj,AW,PC,GEMEENTE,PROVINCIE,pc2
655,Den_Haag,Den_Haag,1122,1110,198,2490,s_Gravenhage,Zuid_Holland,2490
656,Den_Haag,Den_Haag,1171,1174,388,2490,s_Gravenhage,Zuid_Holland,2490
657,Den_Haag,Den_Haag,936,935,221,2490,s_Gravenhage,Zuid_Holland,2490
658,Den_Haag,Den_Haag,1117,1121,55,2490,s_Gravenhage,Zuid_Holland,2490
659,Den_Haag,Den_Haag,268,268,31,2490,s_Gravenhage,Zuid_Holland,2490
660,Den_Haag,Den_Haag,920,920,22,2490,s_Gravenhage,Zuid_Holland,2490
661,Den_Haag,Den_Haag,775,775,29,2490,s_Gravenhage,Zuid_Holland,2490
662,Den_Haag,Den_Haag,1362,1358,329,2490,s_Gravenhage,Zuid_Holland,2490
663,Den_Haag,Den_Haag,906,910,185,2490,s_Gravenhage,Zuid_Holland,2490
664,Den_Haag,Den_Haag,554,546,269,2490,s_Gravenhage,Zuid_Holland,2490
665,Den_Haag,Den_Haag,946,946,102,2490,s_Gravenhage,Zuid_Holland,2490
666,Den_Haag,Den_Haag,932,933,261,2490,s_Gravenhage,Zuid_Holland,2490
667,Den_Haag,Den_Haag,1284,1288,432,2490,s_Gravenhage,Zuid_Holland,2490
668,Den_Haag,Den_Haag,1000,1009,209,2490,s_Gravenhage,Zuid_Holland,2490
669,Den_Haag,Den_Haag,597,597,84,2490,s_Gravenhage,Zuid_Holland,2490
670,Den_Haag,Den_Haag,1242,1240,1045,2490,s_Gravenhage,Zuid_Holland,2490
671,Den_Haag,Den_Haag,1155,1166,766,2490,s_Gravenhage,Zuid_Holland,2490
672,Den_Haag,Den_Haag,1216,1218,568,2490,s_Gravenhage,Zuid_Holland,2490
673,Den_Haag,Den_Haag,774,775,256,2490,s_Gravenhage,Zuid_Holland,2490
674,Den_Haag,Den_Haag,742,749,114,2490,s_Gravenhage,Zuid_Holland,2490
675,Den_Haag,Den_Haag,1256,1257,363,2490,s_Gravenhage,Zuid_Holland,2490
676,Den_Haag,Den_Haag,729,729,30,2490,s_Gravenhage,Zuid_Holland,2490
677,Den_Haag,Den_Haag,748,748,80,2490,s_Gravenhage,Zuid_Holland,2490
678,Den_Haag,Den_Haag,1364,1364,484,2490,s_Gravenhage,Zuid_Holland,2490
679,Den_Haag,Den_Haag,1334,1342,1286,2490,s_Gravenhage,Zuid_Holland,2490
680,Den_Haag,Den_Haag,46,46,25,2490,s_Gravenhage,Zuid_Holland,2490
681,Den_Haag,Den_Haag,670,670,73,2490,s_Gravenhage,Zuid_Holland,2490
682,Den_Haag,Den_Haag,620,616,96,2490,s_Gravenhage,Zuid_Holland,2490
683,Den_Haag,Den_Haag,1084,1085,207,2490,s_Gravenhage,Zuid_Holland,2490
684,Den_Haag,Den_Haag,693,693,158,2490,s_Gravenhage,Zuid_Holland,2490
685,Den_Haag,Den_Haag,468,472,196,2490,s_Gravenhage,Zuid_Holland,2490
